project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-15C05D,Karnataka,Mysuru,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Mysuru Sector 2,500381.52,Contractor_50,2025-12-17,2026-05-01,2026-04-29,0,None
MPLAD-08B773,Tamil Nadu,Coimbatore,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Coimbatore Zone 19,275305.74,Contractor_4,2025-03-13,2025-08-24,2025-08-13,0,None
MPLAD-22DF80,Maharashtra,Hingoli,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Hingoli Block 7,277556.15,Contractor_22,2025-12-10,2026-05-15,2026-05-01,0,None
MPLAD-AF70FB,Jammu And Kashmir,Jammu,Road Repair,Repair of internal road in Jammu Zone 33,719479.81,Contractor_48,2025-05-29,2025-10-08,,0,None
MPLAD-5F5555,Uttar Pradesh,Agra,Solar Street Light,Supply and erection of 20 LED solar street lights at Agra Block 1,79031.45,Contractor_32,2025-09-22,2026-01-07,2026-01-13,0,None
MPLAD-7EB41A,Bihar,Patna,Road Repair,Bituminous macadam road repair and pothole filling in Patna Ward 14,837554.94,Contractor_7,2025-02-28,2025-06-17,2025-06-05,0,None
MPLAD-BEE588,Jammu And Kashmir,Baramulla,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Baramulla Gram Panchayat 12,271479.38,Contractor_16,2025-09-16,2025-12-22,,0,None
MPLAD-A0AE1C,Jammu And Kashmir,Jammu,Road Repair,Repair of internal road in Jammu Ward 16,752054.31,Contractor_11,2025-11-10,2026-03-18,,1,Delayed Completion
MPLAD-5F426C,West Bengal,Darjeeling,Road Repair,Repair of internal road in Darjeeling Gram Panchayat 24,848332.94,Contractor_43,2025-10-07,2026-03-07,2026-03-13,0,None
MPLAD-C04BC2,Bihar,Aurangabad_BR,Drinking Water Plant,Boring and installation of RO drinking water plant in Aurangabad_BR Gram Panchayat 8,489118.92,Contractor_37,2025-12-24,2026-05-16,2026-05-05,0,None
MPLAD-419FDA,Maharashtra,Hingoli,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Hingoli Gram Panchayat 30,270661.18,Contractor_18,2025-06-05,2025-09-08,,0,None
MPLAD-7D9C42,Assam,Silchar,Solar Street Light,Electrification via 25 solar street lights across Silchar Zone 5,84635.07,Contractor_12,2025-07-03,2025-10-27,2025-11-03,0,None
MPLAD-1E2845,Karnataka,Mysuru,Community Hall,Development and construction of public community center in Mysuru Sector 31,1440746.8,Contractor_25,2025-10-16,2026-01-31,2026-02-09,0,None
MPLAD-04DDC2,Assam,Silchar,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Silchar Zone 23,306350.51,Contractor_38,2025-04-03,2025-09-07,2025-09-14,0,None
MPLAD-9ADAA5,Maharashtra,Thane,Road Repair,Repair of internal road in Thane Gram Panchayat 21,865977.25,Contractor_49,2025-02-04,2025-05-25,2025-05-31,0,None
MPLAD-A1B104,Bihar,Gaya,Community Hall,Construction of community hall in Gaya Zone 17,1692531.36,Contractor_8,2025-05-02,2025-09-18,2025-09-16,0,None
MPLAD-88F901,Jammu And Kashmir,Baramulla,Solar Street Light,Supply and erection of 20 LED solar street lights at Baramulla Sector 29,81936.04,Contractor_25,2025-02-07,2025-07-24,2025-07-09,0,None
MPLAD-7E8285,Assam,Guwahati,Community Hall,Development and construction of public community center in Guwahati Ward 11,1695548.35,Contractor_28,2025-10-21,2026-02-13,2026-02-12,0,None
MPLAD-978F8F,Bihar,Patna,Road Repair,Repair of internal road in Patna Sector 9,861734.44,Contractor_1,2025-04-09,2025-09-26,,0,None
MPLAD-00C20E,Assam,Guwahati,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Guwahati Ward 14,527438.57,Contractor_37,2025-10-18,2026-02-28,2026-03-08,0,None
MPLAD-E2999F,Assam,Guwahati,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Guwahati Sector 6,300051.02,Contractor_9,2025-07-02,2025-10-08,2025-10-13,0,None
MPLAD-D9B653,Jammu And Kashmir,Srinagar,Road Repair,Repair of internal road in Srinagar Block 17,759645.4,Contractor_25,2025-03-02,2025-06-06,2025-06-01,0,None
MPLAD-9B5CE4,Tamil Nadu,Chennai,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Chennai Block 26,456795.28,Contractor_40,2025-03-22,2025-08-27,2025-08-28,0,None
MPLAD-398CB8,Jammu And Kashmir,Baramulla,Solar Street Light,Setup of 20 high-mast solar illumination units in Baramulla Ward 22,75918.83,Contractor_49,2025-02-26,2025-06-21,2025-11-17,1,Delayed Completion
MPLAD-59A71B,Karnataka,Belagavi,Solar Street Light,Electrification via 30 solar street lights across Belagavi Sector 23,365327.68,Contractor_5,2025-10-08,2026-01-13,2025-12-31,1,Cost Inflation
MPLAD-A3F198,Bihar,Aurangabad_BR,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Aurangabad_BR Gram Panchayat 33,305888.86,Contractor_15,2025-11-10,2026-02-24,2026-02-10,0,None
MPLAD-A3A592,West Bengal,Kolkata,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Kolkata Zone 25,493151.56,Contractor_44,2025-06-05,2025-09-10,2025-09-20,0,None
MPLAD-36394E,Rajasthan,Jodhpur,Solar Street Light,Setup of 30 high-mast solar illumination units in Jodhpur Ward 8,76049.92,Contractor_29,2025-01-27,2025-07-25,2025-08-01,0,None
MPLAD-2030F8,Karnataka,Bengaluru Urban,Solar Street Light,Supply and erection of 15 LED solar street lights at Bengaluru Urban Sector 1,82942.93,Contractor_15,2025-07-08,2025-11-18,2025-11-04,0,None
MPLAD-4558B5,Maharashtra,Thane,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Thane Gram Panchayat 12,314848.54,Contractor_19,2025-10-02,2026-01-31,2026-01-18,0,None
MPLAD-C69487,West Bengal,Howrah,Solar Street Light,Installation of 40 solar street lights in Howrah Sector 5,71282.52,Contractor_17,2025-11-05,2026-02-19,2026-02-19,0,None
MPLAD-0E614A,Karnataka,Bengaluru Urban,Road Repair,Bituminous macadam road repair and pothole filling in Bengaluru Urban Ward 34,741172.19,Contractor_18,2025-12-28,2026-05-23,2026-05-19,0,None
MPLAD-2AD156,Bihar,Patna,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Patna Block 6,519777.17,Contractor_14,2025-09-15,2026-01-27,,0,None
MPLAD-9B5BD2,West Bengal,Howrah,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Howrah Ward 29,1636570.14,Contractor_42,2025-09-24,2026-03-03,2026-02-27,0,None
MPLAD-E7EED5,Jammu And Kashmir,Srinagar,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Srinagar Sector 4,327182.7,Contractor_18,2025-01-11,2025-05-15,2025-05-12,0,None
MPLAD-064A11,Rajasthan,Jodhpur,Road Repair,Paver block fixing and road repair work in Jodhpur Gram Panchayat 35,776787.25,Contractor_4,2025-01-10,2025-06-05,2025-05-27,0,None
MPLAD-1A9A6E,Maharashtra,Mumbai Suburban,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Mumbai Suburban Sector 22,453130.61,Contractor_47,2025-06-28,2025-10-29,2025-11-01,0,None
MPLAD-3156D7,Maharashtra,Pune,Road Repair,Concreting and repair of internal village road at Pune Zone 30,786815.2,Contractor_28,2025-08-07,2026-01-14,2026-01-22,0,None
MPLAD-0731D2,Tamil Nadu,Coimbatore,Road Repair,Asphalt resurfacing and repair of main road in Coimbatore Block 18,843844.04,Contractor_6,2025-09-23,2026-02-08,2026-01-31,0,None
MPLAD-E0704A,Karnataka,Belagavi,Community Hall,Development and construction of public community center in Belagavi Block 1,1608535.68,Contractor_8,2025-06-01,2025-10-19,2025-10-12,0,None
MPLAD-5787CC,Tamil Nadu,Coimbatore,Drinking Water Plant,Boring and installation of RO drinking water plant in Coimbatore Sector 23,506844.11,Contractor_31,2025-06-14,2025-11-07,2025-11-06,0,None
MPLAD-6A6851,Bihar,Muzaffarpur,Road Repair,Paver block fixing and road repair work in Muzaffarpur Block 18,743568.5,Contractor_17,2025-01-30,2025-07-17,2025-07-04,0,None
MPLAD-FB4981,Uttar Pradesh,Varanasi,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Varanasi Sector 12,277633.35,Contractor_44,2025-11-19,2026-05-07,2026-04-29,0,None
MPLAD-F8DC7D,Jammu And Kashmir,Jammu,School Boundary Wall,ZP School boundary wall development work in Sector 23,951413.77,Contractor_27,2025-05-11,2025-08-29,2025-09-02,1,Tender Splitting
MPLAD-2FBB42,Jammu And Kashmir,Jammu,School Boundary Wall,Construction of boundary wall for ZP School at Sector 23,988194.93,Contractor_27,2025-05-07,2025-08-24,2025-08-28,1,Tender Splitting
MPLAD-4C0C5A,Jammu And Kashmir,Jammu,School Boundary Wall,Compound boundary wall construction work ZP School Sector 23,941516.39,Contractor_27,2025-05-08,2025-08-26,2025-09-05,1,Tender Splitting
MPLAD-A5C2EE,Jammu And Kashmir,Jammu,School Boundary Wall,Erection of perimeter boundary wall for ZP School in Sector 23,950637.71,Contractor_27,2025-05-05,2025-07-09,2025-07-13,1,Tender Splitting
MPLAD-F6E863,Jammu And Kashmir,Jammu,School Boundary Wall,Perimeter security wall construction at ZP School Sector 23,986108.09,Contractor_27,2025-05-11,2025-08-19,2025-08-25,1,Tender Splitting
MPLAD-9D0430,Jammu And Kashmir,Srinagar,Road Repair,Repair and maintenance of internal road Gram Panchayat 17,932520.17,Contractor_11,2025-04-03,2025-07-16,2025-07-18,1,Tender Splitting
MPLAD-D2E097,Jammu And Kashmir,Srinagar,Road Repair,Repair of internal road in Gram Panchayat 17,985016.0,Contractor_11,2025-04-05,2025-07-06,2025-07-18,1,Tender Splitting
MPLAD-98B129,Jammu And Kashmir,Srinagar,Road Repair,Internal road bituminous repair work at Gram Panchayat 17,929558.97,Contractor_11,2025-04-09,2025-06-30,2025-07-07,1,Tender Splitting
MPLAD-ECC5E8,Jammu And Kashmir,Srinagar,Road Repair,Internal road repair and resurfacing in Gram Panchayat 17,945260.62,Contractor_11,2025-04-07,2025-06-13,2025-06-23,1,Tender Splitting
MPLAD-BF156A,Jammu And Kashmir,Srinagar,Road Repair,Road repair work Gram Panchayat 17 internal,923392.83,Contractor_11,2025-04-04,2025-07-19,2025-07-30,1,Tender Splitting
MPLAD-AD7322,Rajasthan,Udaipur,Drinking Water Plant,Installation of RO drinking water plant and borewell in Block 31,964478.62,Contractor_29,2025-08-18,2025-11-23,2025-12-07,1,Tender Splitting
MPLAD-FB5329,Rajasthan,Udaipur,Drinking Water Plant,Community drinking water RO plant boring and installation Block 31,952894.03,Contractor_29,2025-08-24,2025-11-12,2025-11-20,1,Tender Splitting
MPLAD-0E209D,Rajasthan,Udaipur,Drinking Water Plant,Drinking water plant setup and tubewell boring at Block 31,942301.14,Contractor_29,2025-08-19,2025-11-01,2025-11-11,1,Tender Splitting
MPLAD-BBF4E9,Rajasthan,Udaipur,Drinking Water Plant,Boring and installation of drinking water plant at Block 31,958825.82,Contractor_29,2025-08-18,2025-11-22,2025-12-05,1,Tender Splitting
MPLAD-B4E420,Rajasthan,Udaipur,Drinking Water Plant,Borewell drilling and drinking water filtration unit in Block 31,948805.08,Contractor_29,2025-08-22,2025-11-10,2025-11-15,1,Tender Splitting
MPLAD-8E7F8F,Maharashtra,Nashik,Community Hall,Development of public community hall at Block 21,940538.64,Contractor_28,2025-03-16,2025-06-02,2025-06-16,1,Tender Splitting
MPLAD-3CB7B9,Maharashtra,Nashik,Community Hall,Building community center and hall facility at Block 21,932699.06,Contractor_28,2025-03-18,2025-07-12,2025-07-20,1,Tender Splitting
MPLAD-DB07B9,Maharashtra,Nashik,Community Hall,Civil construction of community hall in Block 21,937375.59,Contractor_28,2025-03-16,2025-07-13,2025-07-21,1,Tender Splitting
MPLAD-77150C,Bihar,Gaya,Community Hall,Civil construction of community hall in Ward 2,941137.81,Contractor_36,2025-03-19,2025-05-31,2025-06-13,1,Tender Splitting
MPLAD-F54645,Bihar,Gaya,Community Hall,Construction work of Samaj Mandir Community Hall Ward 2,929463.4,Contractor_36,2025-03-21,2025-06-22,2025-07-06,1,Tender Splitting
MPLAD-57F4A8,Bihar,Gaya,Community Hall,Building community center and hall facility at Ward 2,928221.12,Contractor_36,2025-03-18,2025-07-14,2025-07-17,1,Tender Splitting
MPLAD-0E7077,Bihar,Gaya,Community Hall,Community hall construction and civil work in Ward 2,952419.95,Contractor_36,2025-03-21,2025-07-15,2025-07-23,1,Tender Splitting
MPLAD-2C68D8,Bihar,Gaya,Community Hall,Development of public community hall at Ward 2,930261.35,Contractor_36,2025-03-15,2025-07-08,2025-07-16,1,Tender Splitting
MPLAD-98B9B6,Karnataka,Bengaluru Urban,Solar Street Light,Installation of 15 LED solar street light units Sector 21,975164.13,Contractor_48,2025-03-08,2025-06-16,2025-06-18,1,Tender Splitting
MPLAD-F86336,Karnataka,Bengaluru Urban,Solar Street Light,Supply and erection of 15 solar street lights at Sector 21,989354.75,Contractor_48,2025-03-06,2025-07-01,2025-07-14,1,Tender Splitting
MPLAD-C82A19,Karnataka,Bengaluru Urban,Solar Street Light,Fitting 15 solar powered street lamps in Sector 21,972882.78,Contractor_48,2025-03-02,2025-06-29,2025-07-09,1,Tender Splitting
MPLAD-52C73D,Assam,Silchar,Road Repair,Internal road bituminous repair work at Sector 16,955258.66,Contractor_41,2025-04-11,2025-06-26,2025-07-11,1,Tender Splitting
MPLAD-2E146C,Assam,Silchar,Road Repair,Repair and maintenance of internal road Sector 16,957254.48,Contractor_41,2025-04-10,2025-07-25,2025-07-29,1,Tender Splitting
MPLAD-A81765,Assam,Silchar,Road Repair,Repair of internal road in Sector 16,985689.8,Contractor_41,2025-04-11,2025-07-20,2025-07-26,1,Tender Splitting
MPLAD-13934B,Rajasthan,Jaipur,Community Hall,Construction work of Samaj Mandir Community Hall Zone 14,946152.78,Contractor_32,2025-01-05,2025-04-15,2025-04-20,1,Tender Splitting
MPLAD-2FD331,Rajasthan,Jaipur,Community Hall,Civil construction of community hall in Zone 14,937392.0,Contractor_32,2025-01-06,2025-04-29,2025-05-08,1,Tender Splitting
MPLAD-318347,Rajasthan,Jaipur,Community Hall,Building community center and hall facility at Zone 14,979755.96,Contractor_32,2025-01-09,2025-04-10,2025-04-22,1,Tender Splitting
MPLAD-F685F5,Rajasthan,Jaipur,Community Hall,Development of public community hall at Zone 14,956071.93,Contractor_32,2025-01-07,2025-04-11,2025-04-14,1,Tender Splitting
MPLAD-2177D2,Rajasthan,Jaipur,Community Hall,Community hall construction and civil work in Zone 14,992218.92,Contractor_32,2025-01-05,2025-03-13,2025-03-22,1,Tender Splitting
MPLAD-F9A184,Jammu And Kashmir,Baramulla,Drinking Water Plant,Drinking water plant setup and tubewell boring at Sector 12,986162.86,Contractor_16,2025-08-05,2025-11-22,2025-12-07,1,Tender Splitting
MPLAD-207591,Jammu And Kashmir,Baramulla,Drinking Water Plant,Boring and installation of drinking water plant at Sector 12,937614.5,Contractor_16,2025-08-09,2025-11-20,2025-11-29,1,Tender Splitting
MPLAD-02571E,Jammu And Kashmir,Baramulla,Drinking Water Plant,Installation of RO drinking water plant and borewell in Sector 12,936132.96,Contractor_16,2025-08-07,2025-11-07,2025-11-20,1,Tender Splitting
MPLAD-1A0770,Jammu And Kashmir,Baramulla,Drinking Water Plant,Community drinking water RO plant boring and installation Sector 12,977884.9,Contractor_16,2025-08-03,2025-11-06,2025-11-14,1,Tender Splitting
MPLAD-5CB21F,Rajasthan,Jodhpur,Drinking Water Plant,Drinking water plant setup and tubewell boring at Gram Panchayat 17,967719.96,Contractor_29,2025-06-15,2025-09-04,2025-09-05,1,Tender Splitting
MPLAD-4F9979,Rajasthan,Jodhpur,Drinking Water Plant,Borewell drilling and drinking water filtration unit in Gram Panchayat 17,950735.87,Contractor_29,2025-06-16,2025-09-12,2025-09-17,1,Tender Splitting
MPLAD-4505DD,Rajasthan,Jodhpur,Drinking Water Plant,Community drinking water RO plant boring and installation Gram Panchayat 17,966896.49,Contractor_29,2025-06-15,2025-10-02,2025-10-12,1,Tender Splitting
MPLAD-5BD601,Assam,Guwahati,Road Repair,Internal road repair and resurfacing in Gram Panchayat 6,960160.45,Contractor_47,2025-03-11,2025-06-02,2025-06-07,1,Tender Splitting
MPLAD-658468,Assam,Guwahati,Road Repair,Internal road bituminous repair work at Gram Panchayat 6,973836.54,Contractor_47,2025-03-14,2025-07-07,2025-07-16,1,Tender Splitting
MPLAD-D5B99A,Assam,Guwahati,Road Repair,Repair and maintenance of internal road Gram Panchayat 6,948041.0,Contractor_47,2025-03-10,2025-07-06,2025-07-19,1,Tender Splitting
MPLAD-97E29C,Assam,Guwahati,Road Repair,Repair of internal road in Gram Panchayat 6,975000.08,Contractor_47,2025-03-11,2025-06-14,2025-06-14,1,Tender Splitting
MPLAD-62981F,Assam,Guwahati,Road Repair,Road repair work Gram Panchayat 6 internal,921502.13,Contractor_47,2025-03-08,2025-06-30,2025-07-03,1,Tender Splitting
MPLAD-06A11C,Rajasthan,Jodhpur,Solar Street Light,Fitting 15 solar powered street lamps in Block 20,929273.21,Contractor_3,2025-09-18,2026-01-03,2026-01-15,1,Tender Splitting
MPLAD-D82638,Rajasthan,Jodhpur,Solar Street Light,Installation of 15 LED solar street light units Block 20,981372.19,Contractor_3,2025-09-20,2025-11-27,2025-12-05,1,Tender Splitting
MPLAD-45F6FF,Rajasthan,Jodhpur,Solar Street Light,Installation of 15 solar street lights in Block 20,925541.77,Contractor_3,2025-09-15,2025-11-18,2025-12-01,1,Tender Splitting
MPLAD-3F2EA8,Maharashtra,Nagpur,Community Hall,Development of public community hall at Gram Panchayat 13,935200.0,Contractor_7,2025-01-15,2025-04-14,2025-04-22,1,Tender Splitting
MPLAD-3EBCD7,Maharashtra,Nagpur,Community Hall,Building community center and hall facility at Gram Panchayat 13,941842.9,Contractor_7,2025-01-18,2025-04-12,2025-04-14,1,Tender Splitting
MPLAD-0546B4,Maharashtra,Nagpur,Community Hall,Construction work of Samaj Mandir Community Hall Gram Panchayat 13,962074.72,Contractor_7,2025-01-14,2025-04-10,2025-04-25,1,Tender Splitting
MPLAD-9C98C0,Maharashtra,Nagpur,Community Hall,Civil construction of community hall in Gram Panchayat 13,972715.96,Contractor_7,2025-01-15,2025-05-13,2025-05-20,1,Tender Splitting
MPLAD-34B575,Maharashtra,Nagpur,Community Hall,Community hall construction and civil work in Gram Panchayat 13,994486.55,Contractor_7,2025-01-17,2025-03-19,2025-03-31,1,Tender Splitting
MPLAD-5B8371,Assam,Silchar,Drinking Water Plant,Installation of RO drinking water plant and borewell in Ward 2,943295.74,Contractor_7,2025-07-11,2025-10-20,2025-10-24,1,Tender Splitting
MPLAD-F96BF0,Assam,Silchar,Drinking Water Plant,Borewell drilling and drinking water filtration unit in Ward 2,962066.41,Contractor_7,2025-07-11,2025-09-15,2025-09-21,1,Tender Splitting
MPLAD-8D41D7,Assam,Silchar,Drinking Water Plant,Community drinking water RO plant boring and installation Ward 2,938747.68,Contractor_7,2025-07-17,2025-10-22,2025-10-26,1,Tender Splitting
